gtfs_route_id,gtfs_route_short_name,gtfs_route_long_name,gtfs_route_desc,route_category,mode_type,service_date,peak_offpeak_ind,metric_type,otp_numerator,otp_denominator,cancelled_numerator,
24,24,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,160,225,,
24,24,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,48,89,,
26,26,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,147,247,,
26,26,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,57,126,,
27,27,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,73,87,,
27,27,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,115,167,,
28,28,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,1129,1567,,
28,28,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,454,600,,
29,29,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,94,254,,
29,29,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,188,350,,
30,30,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,206,259,,
30,30,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,72,98,,
31,31,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,245,295,,
31,31,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,626,817,,
32,32,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,818,1073,,
32,32,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,446,596,,
33,33,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,78,135,,
33,33,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,39,68,,
34,34,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,219,290,,
34,34,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,357,531,,
34E,34E,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,385,733,,
34E,34E,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,110,315,,
35,35,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,89,159,,
35,35,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,219,326,,
36,36,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,345,518,,
36,36,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,157,273,,
37,37,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,100,149,,
37,37,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,143,220,,
38,38,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,156,221,,
38,38,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,104,138,,
39,39,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,543,684,,
39,39,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,1179,1544,,
40,40,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,92,179,,
40,40,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,45,78,,
41,41,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,66,176,,
41,41,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,137,345,,
42,42,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,255,321,,
42,42,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,79,108,,
43,43,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,63,131,,0.4809160305
43,43,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,204,341,,0.5982404692
44,44,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,412,565,,
44,44,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,168,247,,
45,45,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,186,251,,
45,45,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,390,546,,
47,47,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,332,504,,
47,47,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,145,224,,
50,50,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,59,107,,
50,50,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,105,143,,
51,51,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,49,111,,
51,51,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,167,244,,
52,52,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,122,185,,
52,52,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,44,144,,
55,55,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,50,92,,
55,55,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,92,139,,
57,57,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,857,1113,,
57,57,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,274,361,,
57A,57A,,Limited Service,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,166,216,,
57A,57A,,Limited Service,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,28,34,,
59,59,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,123,198,,
59,59,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,39,104,,
60,60,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,109,168,,
60,60,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,271,443,,
62,62,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,106,175,,
62,62,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,148,222,,
64,64,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,126,228,,
64,64,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,66,123,,
65,65,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,144,252,,
65,65,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,176,214,,
66,66,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,365,506,,
66,66,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,968,1278,,
67,67,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,35,72,,
67,67,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,84,109,,
68,68,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,43,69,,
68,68,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,15,41,,
69,69,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,102,134,,
69,69,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,240,282,,
70,70,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,412,634,,
70,70,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,129,255,,
70A,70A,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,93,184,,
70A,70A,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,44,127,,
71,71,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,379,437,,
71,71,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,763,942,,
72,72,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,227,285,,
72,72,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,115,140,,
73,73,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,536,633,,
73,73,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,799,959,,
74,74,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,50,75,,
74,74,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,199,235,,
75,75,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,75,96,,
75,75,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,31,52,,
76,76,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,64,138,,
76,76,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,165,232,,
77,77,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,1145,1489,,
77,77,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,362,500,,
78,78,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,244,348,,
78,78,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,75,156,,
79,79,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,95,131,,
79,79,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,169,224,,
80,80,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,95,153,,
80,80,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,285,423,,
83,83,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,228,294,,
83,83,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,71,108,,
84,84,,Limited Service,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,42,91,,
84,84,,Limited Service,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,6,18,,
85,85,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,60,87,,
85,85,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,17,42,,
86,86,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,170,250,,
86,86,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,322,496,,
87,87,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,364,518,,
87,87,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,102,199,,
88,88,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,142,210,,
88,88,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,464,539,,
89,89,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,212,312,,
89,89,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,109,204,,
90,90,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,90,130,,
90,90,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,32,53,,
91,91,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,25,67,,
91,91,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,112,196,,
92,92,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,142,224,,
92,92,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,69,135,,
93,93,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,144,253,,
93,93,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,234,385,,
94,94,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,221,295,,
94,94,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,82,147,,
95,95,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,38,103,,
95,95,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,135,227,,
96,96,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,256,381,,
96,96,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,138,206,,
97,97,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,44,71,,
97,97,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,48,87,,
99,99,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,70,90,,
99,99,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,127,157,,
100,100,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,189,229,,
100,100,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,85,123,,
101,101,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,358,516,,
101,101,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,243,341,,
104,104,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,120,196,,
104,104,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,234,360,,
105,105,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,34,63,,
105,105,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,59,95,,
106,106,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,210,315,,
106,106,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,97,145,,
108,108,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,88,150,,
108,108,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,227,306,,
109,109,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,331,463,,
109,109,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,115,208,,
110,110,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,159,289,,
110,110,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,238,400,,
111,111,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,1854,2259,,
111,111,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,671,819,,
112,112,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,90,160,,
112,112,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,47,85,,
114,114,,Limited Service,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,1,4,,
114,114,,Limited Service,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,24,65,,
116,116,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,128,195,,
116,116,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,313,431,,
117,117,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,394,528,,
117,117,,Key Bus Route (Frequent Service),Key Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,156,204,,
119,119,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,45,67,,
119,119,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,132,159,,
120,120,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,164,290,,
120,120,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,36,106,,
121,121,,Limited Service,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,26,69,,
121,121,,Limited Service,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,15,25,,
131,131,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,80,143,,
131,131,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,77,142,,
132,132,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,38,69,,
132,132,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,104,131,,
134,134,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,230,351,,
134,134,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,102,184,,
136,136,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,70,117,,
136,136,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,107,181,,
137,137,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,103,174,,
137,137,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,53,84,,
170,170,,Limited Service,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,11,21,,
170,170,,Limited Service,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,4,7,,
171,171,,Limited Service,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,5,6,,
201,201,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,141,217,,
201,201,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,36,61,,
202,202,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,60,70,,
202,202,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,60,147,,
210,210,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,116,142,,
210,210,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,64,110,,
211,211,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,32,87,,
211,211,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,79,139,,
212,212,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,20,34,,
212,212,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,5,40,,
214,214,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,98,142,,
214,214,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,83,133,,
215,215,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,45,175,,
215,215,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,239,394,,
216,216,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,186,249,,
216,216,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,114,139,,
217,217,,Limited Service,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,17,31,,
217,217,,Limited Service,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,20,23,,
220,220,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,243,370,,
220,220,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,108,206,,
221,221,,Limited Service,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,15,26,,
221,221,,Limited Service,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,2,14,,
222,222,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,108,182,,
222,222,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,227,303,,
225,225,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,342,534,,
225,225,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,246,390,,
230,230,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,229,372,,
230,230,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,86,173,,
236,236,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,28,88,,
236,236,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,91,144,,
238,238,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,184,305,,
238,238,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,84,159,,
240,240,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,116,309,,
240,240,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,320,549,,
245,245,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,93,139,,
245,245,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,63,109,,
325,325,,Express Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,11,40,,
325,325,,Express Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,4,5,,
326,326,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,15,28,,
326,326,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,43,97,,
350,350,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,105,240,,
350,350,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,260,380,,
351,351,,Limited Service,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,15,19,,
351,351,,Limited Service,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,16,29,,
352,352,,Express Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,19,44,,
352,352,,Express Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,14,24,,
354,354,,Express Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,35,75,,
354,354,,Express Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,36,79,,
411,411,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,87,168,,
411,411,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,21,72,,
424,424,,Express Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,11,37,,
424,424,,Express Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,9,14,,
426,426,,Express Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,71,142,,
426,426,,Express Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,162,271,,
428,428,,Express Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,5,9,,
428,428,,Express Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,20,36,,
429,429,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,97,202,,
429,429,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,49,108,,
430,430,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,22,105,,
430,430,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,66,159,,
434,434,,Express Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,2,3,,
434,434,,Express Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,3,10,,
435,435,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,18,54,,
435,435,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,103,146,,
436,436,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,99,129,,
436,436,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,58,78,,
439,439,,Limited Service,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,7,13,,
439,439,,Limited Service,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,10,18,,
441,441,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,98,147,,
441,441,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,65,95,,
442,442,,Local Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,55,103,,
442,442,,Local Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,186,245,,
448,448,,Express Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,8,12,,
448,448,,Express Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,10,24,,
449,449,,Express Bus,Other Bus,Bus,2018-12-19,PEAK,Headway / Schedule Adherence,9,30,,
449,449,,Express Bus,Other Bus,Bus,2018-12-19,OFF_PEAK,Headway / Schedule Adherence,4,14,,
