shape_id,shape_pt_lat,shape_pt_lon
7510024,42.341343,-71.069639
7510024,42.341262,-71.06983000000002
7510024,42.341147,-71.07006700000002
7510024,42.340776,-71.070708
7510024,42.340526,-71.07109
7510024,42.34043,-71.071237
7510024,42.34043,-71.071237
7510024,42.340042,-71.071827
7510024,42.339601,-71.072506
7510024,42.338855,-71.073631
7510024,42.338753,-71.07378100000003
7510024,42.338753,-71.07378100000003
7510024,42.338407,-71.07428900000002
7510024,42.337905,-71.074979
7510024,42.337445,-71.075648
7510024,42.337302,-71.075843
7510024,42.337302,-71.075843
7510024,42.336956,-71.076318
7510024,42.336517,-71.076938
7510024,42.336458,-71.077022
7510024,42.336337,-71.07718100000002
7510024,42.336337,-71.07718100000002
7510024,42.335995,-71.07763299999998
7510024,42.335039,-71.078806
7510024,42.334944,-71.078924
7510024,42.334944,-71.078924
7510024,42.334624,-71.07932
7510024,42.334584,-71.079363
7510024,42.334258,-71.079828
7510024,42.334178,-71.079943
7510024,42.333987,-71.080188
7510024,42.33376,-71.080453
7510024,42.333632,-71.08058199999998
7510024,42.333517,-71.08068
7510024,42.332965,-71.08107700000002
7510024,42.332898,-71.081127
7510024,42.332768,-71.08118499999998
7510024,42.332768,-71.08118499999998
7510024,42.332539,-71.081273
7510024,42.332274,-71.081414
7510024,42.33194,-71.081717
7510024,42.331752,-71.08193399999998
7510024,42.331371,-71.08237199999998
7510024,42.331055,-71.082716
7510024,42.330817,-71.082987
7510024,42.330665,-71.083201
7510024,42.330586,-71.083344
7510024,42.330455,-71.083721
7510024,42.3303,-71.084053
7510024,42.330174,-71.08421700000002
7510024,42.330063,-71.084324
7510024,42.329905,-71.084446
7510024,42.329848,-71.083876
7510025,42.329848,-71.083876
7510025,42.329788,-71.083268
7510025,42.330089,-71.083198
7510025,42.330296,-71.083161
7510025,42.330493,-71.083112
7510025,42.330643,-71.083066
7510025,42.330817,-71.082987
7510025,42.331055,-71.082716
7510025,42.331371,-71.08237199999998
7510025,42.331752,-71.08193399999998
7510025,42.33194,-71.081717
7510025,42.332274,-71.081414
7510025,42.332436,-71.081253
7510025,42.332513,-71.081194
7510025,42.332644,-71.08110699999997
7510025,42.332822,-71.081002
7510025,42.332898,-71.080958
7510025,42.333044,-71.080859
7510025,42.333044,-71.080859
7510025,42.333473,-71.080567
7510025,42.333705,-71.08035699999998
7510025,42.333846,-71.08019300000002
7510025,42.334106,-71.07984599999997
7510025,42.334584,-71.079363
7510025,42.334624,-71.07932
7510025,42.334965,-71.078898
7510025,42.334965,-71.078898
7510025,42.335039,-71.078806
7510025,42.335995,-71.07763299999998
7510025,42.336379,-71.077126
7510025,42.336379,-71.077126
7510025,42.336458,-71.077022
7510025,42.336517,-71.076938
7510025,42.336956,-71.076318
7510025,42.337445,-71.075648
7510025,42.337544,-71.07550400000002
7510025,42.337544,-71.07550400000002
7510025,42.337905,-71.074979
7510025,42.338407,-71.07428900000002
7510025,42.338796,-71.073718
7510025,42.338796,-71.073718
7510025,42.338855,-71.073631
7510025,42.339601,-71.072506
7510025,42.340042,-71.071827
7510025,42.340526,-71.07109
7510025,42.340776,-71.070708
7510025,42.341147,-71.07006700000002
7510025,42.341262,-71.06983000000002
7510025,42.341343,-71.069639
7510025,42.341401,-71.069478
7510025,42.341401,-71.069478
7510025,42.341647,-71.068783
7510025,42.341713,-71.06863299999998
7510025,42.341799,-71.068416
7510025,42.341867,-71.06829300000003
7510025,42.342,-71.068085
7510025,42.342111,-71.067929
7510025,42.342797,-71.067068
7510025,42.34300800000001,-71.066817
7510025,42.343186,-71.066585
7510025,42.343383,-71.06635899999998
7510025,42.34347800000001,-71.066262
7510025,42.343719,-71.066101
7510025,42.343855,-71.066019
7510025,42.343855,-71.066019
7510025,42.343939,-71.065968
7510025,42.344685,-71.065475
7510025,42.344952,-71.065318
7510025,42.345611,-71.064941
7510025,42.345611,-71.064941
7510025,42.345726,-71.064875
7510025,42.345881,-71.0648
7510025,42.346128,-71.064717
7510025,42.346408,-71.064636
7510025,42.346597,-71.064595
7510025,42.34733,-71.064413
7510025,42.347808,-71.064298
7510025,42.348391,-71.064151
7510025,42.349065,-71.06396
7510025,42.349441,-71.063824
7510025,42.350004,-71.06353399999998
7510025,42.350004,-71.06353399999998
7510025,42.350423,-71.06331800000002
7510025,42.350622,-71.063193
7510025,42.350909,-71.063041
7510025,42.351112,-71.062955
7510025,42.35148,-71.06283
7510025,42.35158300000001,-71.062795
7510025,42.351902,-71.062714
7510025,42.352293,-71.062619
7510025,42.352293,-71.062619
7510025,42.352386,-71.062596
7510025,42.352394,-71.062414
7510025,42.352422,-71.062042
7510025,42.35243300000001,-71.061912
7510025,42.35247,-71.061426
7510025,42.352494,-71.061143
7510025,42.352535,-71.06066700000002
7510025,42.352544,-71.06012
7510025,42.352535,-71.05982900000002
7510025,42.352499,-71.059398
7510025,42.35241,-71.058637
7510025,42.352337,-71.05801
7510025,42.352091,-71.057142
7510025,42.35205,-71.056763
7510025,42.351842,-71.055964
