,stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type
8993,door-lech-entrance,,Lechmere - Entrance,Lechmere - Entrance,,,42.370914,-71.077483,,,,level_ground,2,place-lech,1,Cambridge,,,
8994,door-lech-exit,,Lechmere - Exit Only,Lechmere - Exit Only,,,42.371139,-71.077292,,,,level_ground,2,place-lech,1,Cambridge,,,
8995,node-lech-farepaid,,Lechmere,Lechmere - Paid side of fare gates,,,,,,,,level_ground,3,place-lech,1,Cambridge,,,
8996,node-lech-fareunpaid,,Lechmere,Lechmere - Unpaid side of fare gates,,,,,,,,level_ground,3,place-lech,1,Cambridge,,,
8997,place-lngmd,,Longwood Medical Area,,,,42.33596,-71.100052,,"Huntington Ave and Longwood Ave, Boston, MA 02115",https://www.mbta.com/stops/place-lngmd,,1,,1,Boston,,,
8998,70247,70247.0,Longwood Medical Area,Longwood Medical Area - Green Line - (E) Heath Street,,Heath Street,42.336079999999995,-71.09988299999999,,,https://www.mbta.com/stops/place-lngmd,level_median,0,place-lngmd,1,Boston,,,0.0
8999,70248,70248.0,Longwood Medical Area,Longwood Medical Area - Green Line - Park Street & North,,Park Street & North,42.336217,-71.099328,,,https://www.mbta.com/stops/place-lngmd,level_median,0,place-lngmd,1,Boston,,,0.0
9000,place-longw,,Longwood,,,,42.341145000000004,-71.110451,,"30 Chapel St, Brookline, MA 02446",https://www.mbta.com/stops/place-longw,,1,,1,Brookline,,,
9001,70182,70182.0,Longwood,Longwood - Green Line - Park Street & North,,Park Street & North,42.341122999999996,-71.110393,,,https://www.mbta.com/stops/place-longw,level_ground,0,place-longw,1,Brookline,,,0.0
9002,70183,70183.0,Longwood,Longwood - Green Line - (D) Riverside,,Riverside,42.341143,-71.110447,,,https://www.mbta.com/stops/place-longw,level_ground,0,place-longw,1,Brookline,,,0.0
9003,door-longw-colchester,,"Longwood - Chapel St, Colchester St","Longwood - Chapel St, Colchester St",,,42.341892,-71.109897,,,,level_in_street,2,place-longw,2,Brookline,,,
9004,door-longw-longwood,,"Longwood - Chapel St, Longwood Ave","Longwood - Chapel St, Longwood Ave",,,42.341542,-71.110298,,,,level_in_street,2,place-longw,1,Brookline,,,
9005,door-longw-necklace,,Longwood - Emerald Necklace,Longwood - Emerald Necklace,,,42.341443,-71.110099,,,,level_ground,2,place-longw,1,Brookline,,,
9006,place-masta,,Massachusetts Avenue,,,,42.341512,-71.083423,,"393 Massachusetts Ave, Boston, MA 02118",https://www.mbta.com/stops/place-masta,,1,,1,Boston,,,
9007,70012,70012.0,Massachusetts Avenue,Massachusetts Avenue - Orange Line - Forest Hills,,Forest Hills,42.341512,-71.083423,,,https://www.mbta.com/stops/place-masta,level_-1_platform,0,place-masta,1,Boston,,,1.0
9008,70013,70013.0,Massachusetts Avenue,Massachusetts Avenue - Orange Line - Oak Grove,,Oak Grove,42.341512,-71.083423,,,https://www.mbta.com/stops/place-masta,level_-1_platform,0,place-masta,1,Boston,,,1.0
9009,door-masta-camden,,Massachusetts Avenue - Camden St,Massachusetts Avenue - Camden St,,,42.340379,-71.084763,,,,level_ground,2,place-masta,2,Boston,,,
9010,door-masta-corridor,,Massachusetts Avenue - Massachusetts Ave (Northside),Massachusetts Avenue - Massachusetts Ave (Northside),,,42.341772999999996,-71.083167,,,,level_in_street,2,place-masta,1,Boston,,,
9011,door-masta-main,,Massachusetts Avenue - Massachusetts Ave (Southside),Massachusetts Avenue - Massachusetts Ave (Southside),,,42.341551,-71.08343599999999,,,,level_in_street,2,place-masta,1,Boston,,,
9012,door-masta-side,,Massachusetts Avenue - Southwest Corridor Park,Massachusetts Avenue - Southwest Corridor Park,,,42.341364,-71.083434,,,,level_ground,2,place-masta,1,Boston,,,
